,Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Days_to_Ship,unit_price,Quantity,Profit,Profit_Margin
241,242,CA-2017-157749,2017-06-04,2017-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.225,5,267.60975,1,-90.38475000000003,-51.0
242,243,CA-2017-157749,2017-06-04,2017-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044,5,9.099,0,4.044,100.0
243,244,CA-2017-157749,2017-06-04,2017-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,5,12.699428571428571,1,-5.291428571428571,-71.43
244,245,CA-2015-131926,2015-06-01,2015-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Managers Chair,2001.86,5,1083.14925,2,-164.43849999999998,-8.21
245,246,CA-2015-131926,2015-06-01,2015-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,5,136.7104,1,30.009600000000006,18.0
246,247,CA-2015-131926,2015-06-01,2015-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,5,31.919999999999998,2,-15.959999999999994,-33.33
247,248,CA-2015-131926,2015-06-01,2015-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17 x 22 Room,1503.25,5,1271.32,1,231.93000000000006,15.43
248,249,CA-2015-131926,2015-06-01,2015-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,25.92,5,37.584,1,-11.664000000000001,-45.0
249,250,CA-2017-154739,2017-12-10,2017-12-15,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,5,544.4730909090908,1,-222.90509090909086,-69.32
250,251,CA-2017-145625,2017-09-11,2017-09-17,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4 x 5 Forms per Page",7.61,6,18.264,0,7.61,100.0
251,252,CA-2017-145625,2017-09-11,2017-09-17,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,3347.37,6,622.4308888888888,5,235.2155555555555,7.03
252,253,CA-2017-146941,2017-12-10,2017-12-13,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,3,51.36977777777778,2,-22.159555555555556,-27.5
253,254,CA-2017-146941,2017-12-10,2017-12-13,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,3,253.344,1,108.57600000000002,30.0
254,255,US-2016-159982,2016-11-28,2016-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.132,6,9.099,1,3.0329999999999995,25.0
255,256,US-2016-159982,2016-11-28,2016-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19 Vented Equipment Shelf, Black",82.368,6,140.0256,1,-57.6576,-70.0
256,257,US-2016-159982,2016-11-28,2016-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",53.92,6,54.594,1,-0.6739999999999995,-1.25
257,258,US-2016-159982,2016-11-28,2016-12-04,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,647.904,6,383.34319999999997,2,-118.78239999999994,-18.33
258,259,CA-2018-163139,2018-12-01,2018-12-03,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37,2,24.1045,1,-3.7345000000000006,-18.33
259,260,CA-2018-163139,2018-12-01,2018-12-03,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,221.55,2,165.424,1,56.126000000000005,25.33
260,261,CA-2018-163139,2018-12-01,2018-12-03,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,17.52,2,15.28133333333333,1,2.238666666666669,12.78
261,262,US-2018-155299,2018-06-08,2018-06-12,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Pasadena,Texas,77506,Central,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,4,1.624,1,0.0,0.0
262,263,US-2015-106992,2015-09-19,2015-09-21,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,77036,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2,4207.47525,1,-1147.4932500000004,-37.5
263,264,US-2015-106992,2015-09-19,2015-09-21,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,77036,Central,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,2,2519.958,1,0.0,0.0
264,265,CA-2017-125318,2017-06-06,2017-06-13,Standard Class,RC-19825,Roy Collins,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328.224,7,220.5255,1,107.6985,32.81
265,266,CA-2016-155040,2016-11-10,2016-11-15,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Brentwood,California,94513,West,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9,5,157.13666666666666,1,-77.23666666666665,-96.67
266,267,CA-2018-136826,2018-06-16,2018-06-20,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Chapel Hill,North Carolina,27514,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.016,4,11.513142857142856,1,2.5028571428571436,17.86
267,268,CA-2017-111010,2017-01-22,2017-01-28,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,7960,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,5.795999999999999,1,1.7640000000000002,23.33
268,269,US-2018-145366,2018-12-09,2018-12-13,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,45231,East,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,37.208,4,96.74080000000001,0,37.208,100.0
269,270,US-2018-145366,2018-12-09,2018-12-13,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,45231,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,4,58.7755,1,-1.1995000000000005,-2.08
270,271,CA-2018-163979,2018-12-28,2019-01-02,Second Class,KH-16690,Kristen Hastings,Corporate,United States,San Francisco,California,94110,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,5,676.3509090909091,1,49.48909090909092,6.82
271,272,CA-2016-155334,2016-07-30,2016-07-31,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,1,93.96866666666666,2,21.99266666666668,10.48
272,273,CA-2016-155334,2016-07-30,2016-07-31,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,5.28,1,7.1808000000000005,1,-1.9008000000000003,-36.0
273,274,CA-2016-155334,2016-07-30,2016-07-31,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,10.92,1,11.6025,1,-0.6824999999999992,-6.25
274,275,CA-2018-118136,2018-09-16,2018-09-17,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6 x 9, Gregg Ruled",8.82,1,13.340250000000001,1,-4.520250000000001,-51.25
275,276,CA-2018-118136,2018-09-16,2018-09-17,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,5.98,1,14.950000000000001,0,5.98,100.0
276,277,CA-2018-132976,2018-10-13,2018-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000673,Office Supplies,Paper,"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",11.648,4,31.304000000000002,0,11.648,100.0
277,278,CA-2018-132976,2018-10-13,2018-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n Stick Phone Message Book, 11 X 5 1/4, 200 Messages",18.176,4,13.632,1,4.543999999999999,25.0
278,279,CA-2018-132976,2018-10-13,2018-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,59.712,4,43.229,1,16.483000000000004,27.6
279,280,CA-2018-132976,2018-10-13,2018-10-17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,24.84,4,31.877999999999997,1,-7.037999999999997,-28.33
280,281,US-2016-161991,2016-09-26,2016-09-28,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,2.08,2,4.992,0,2.08,100.0
281,282,US-2016-161991,2016-09-26,2016-09-28,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114.4,2,573.12,2,-31.839999999999918,-2.86
282,283,CA-2016-130890,2016-11-02,2016-11-06,Standard Class,JO-15280,Jas OCarroll,Consumer,United States,Los Angeles,California,90004,West,FUR-TA-10002903,Furniture,Tables,Bevis Round Bullnose 29 High Table Top,1038.84,4,908.985,1,129.8549999999999,12.5
283,284,CA-2016-130883,2016-09-26,2016-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,141.76,6,92.78836363636363,2,-43.81672727272726,-30.91
284,285,CA-2016-130883,2016-09-26,2016-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,239.8,6,179.85000000000002,1,59.94999999999999,25.0
285,286,CA-2016-130883,2016-09-26,2016-10-02,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.104,6,29.808,1,1.2959999999999994,4.17
286,287,CA-2017-112697,2017-12-18,2017-12-20,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.058,2,124.0045,2,6.049000000000007,2.38
287,288,CA-2017-112697,2017-12-18,2017-12-20,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528,2,466.0566666666666,0,194.528,100.0
288,289,CA-2017-112697,2017-12-18,2017-12-20,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,961.48,2,567.2732,2,-173.06639999999993,-18.0
289,290,CA-2017-110772,2017-11-20,2017-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.096,4,15.458666666666668,1,3.6373333333333324,19.05
290,291,CA-2017-110772,2017-11-20,2017-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,OFF-LA-10004689,Office Supplies,Labels,Avery 512,18.496,4,16.8776,1,1.6183999999999976,8.75
291,292,CA-2017-110772,2017-11-20,2017-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.984,4,396.77520000000004,1,-140.79120000000003,-55.0
292,293,CA-2017-110772,2017-11-20,2017-11-24,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,4,158.5430888888889,1,-71.57308888888889,-82.3
293,294,CA-2015-111451,2015-12-26,2015-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10004091,Furniture,Furnishings,Howard Miller 13 Diameter Goldtone Round Wall Clock,300.416,2,139.67849999999999,2,21.059000000000026,7.01
294,295,CA-2015-111451,2015-12-26,2015-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352,2,236.75066666666666,1,-6.3986666666666565,-2.78
295,296,CA-2015-111451,2015-12-26,2015-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,2,240.1872,1,-21.835199999999986,-10.0
296,297,CA-2015-111451,2015-12-26,2015-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,2,137.55,1,-58.95000000000002,-75.0
297,298,CA-2015-111451,2015-12-26,2015-12-28,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,2,37.023,1,-9.471000000000004,-34.38
298,299,CA-2017-142545,2017-10-28,2017-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,32.4,6,19.44,2,-6.480000000000004,-20.0
299,300,CA-2017-142545,2017-10-28,2017-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24 Deep, Sand",1082.48,6,626.292,2,-170.10400000000004,-15.71
300,301,CA-2017-142545,2017-10-28,2017-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,56.91,6,83.46799999999999,1,-26.557999999999993,-46.67
301,302,CA-2017-142545,2017-10-28,2017-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,6,72.42666666666666,1,5.173333333333332,6.67
302,303,CA-2017-142545,2017-10-28,2017-11-03,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,6,27.336000000000002,1,-13.056000000000003,-91.43
303,304,US-2018-152380,2018-11-19,2018-11-23,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Chicago,Illinois,60623,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,219.075,4,448.3735,0,219.075,100.0
304,305,CA-2016-144253,2016-05-04,2016-05-09,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,5,38.86,1,-12.059999999999999,-45.0
305,306,CA-2015-130960,2015-12-30,2016-01-04,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,48180,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,9.84,5,10.386666666666667,1,-0.5466666666666669,-5.56
306,307,CA-2015-111003,2015-06-01,2015-06-06,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,5,34.11,1,11.369999999999997,25.0
307,308,CA-2015-111003,2015-06-01,2015-06-06,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,5,233.288,1,55.91199999999998,19.33
308,309,CA-2018-126774,2018-04-15,2018-04-17,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,2,7.4328,1,-2.5428000000000006,-52.0
309,310,CA-2017-142902,2017-09-12,2017-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,2,17.14625,1,-2.010249999999999,-13.28
310,311,CA-2017-142902,2017-09-12,2017-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,1053.874625,0,466.768,100.0
311,312,CA-2017-142902,2017-09-12,2017-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,2,33.5104,0,15.232,100.0
312,313,CA-2017-142902,2017-09-12,2017-09-14,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,6.264,2,8.091000000000001,1,-1.8270000000000008,-29.17
313,314,CA-2015-120887,2015-09-27,2015-10-03,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,6,109.42500000000001,1,-21.885000000000005,-25.0
314,315,CA-2015-167850,2015-08-09,2015-08-16,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,178.384,7,356.76800000000003,0,178.384,100.0
315,316,CA-2015-167850,2015-08-09,2015-08-16,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552,7,17.773714285714284,1,-2.2217142857142846,-14.29
316,317,CA-2015-164259,2015-12-28,2015-12-30,First Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,2,124.80514285714285,1,-25.66914285714286,-25.89
317,318,CA-2015-164973,2015-11-04,2015-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,5,419.998909090909,0,135.882,100.0
318,319,CA-2015-164973,2015-11-04,2015-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,5,3991.98,1,0.0,0.0
319,320,CA-2015-164973,2015-11-04,2015-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,275.94,5,120.888,2,34.16399999999999,12.38
320,321,CA-2015-164973,2015-11-04,2015-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,5,270.0,1,90.0,25.0
321,322,CA-2015-164973,2015-11-04,2015-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,5,170.54542857142857,0,43.57,100.0
322,323,CA-2015-156601,2015-09-19,2015-09-24,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Long Beach,California,90805,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,5,18.309142857142856,0,7.16,100.0
323,324,CA-2017-162138,2017-04-23,2017-04-27,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,4,137.55,2,-23.580000000000013,-9.38
324,325,CA-2017-162138,2017-04-23,2017-04-27,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,99.99,4,466.61999999999995,0,99.99,100.0
325,326,CA-2018-153339,2018-11-03,2018-11-05,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,2,23.988,1,-7.995999999999999,-50.0
326,327,US-2017-141544,2017-08-30,2017-09-01,First Class,PO-18850,Patrick OBrill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,290.898,2,571.022,1,-280.124,-96.3
327,328,US-2017-141544,2017-08-30,2017-09-01,First Class,PO-18850,Patrick OBrill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,160.73542857142857,0,54.224,100.0
328,329,US-2017-141544,2017-08-30,2017-09-01,First Class,PO-18850,Patrick OBrill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,786.744,2,880.404,1,-93.65999999999997,-11.9
329,330,US-2017-141544,2017-08-30,2017-09-01,First Class,PO-18850,Patrick OBrill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,2,70.16799999999999,1,30.072000000000003,30.0
330,331,US-2017-141544,2017-08-30,2017-09-01,First Class,PO-18850,Patrick OBrill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,2,55.746857142857145,1,-17.982857142857142,-47.62
331,332,US-2017-150147,2017-04-25,2017-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,4,230.65714285714284,0,82.8,100.0
332,333,US-2017-150147,2017-04-25,2017-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724,4,28.78333333333333,1,-8.059333333333331,-38.89
333,334,US-2017-150147,2017-04-25,2017-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,4,5.906285714285715,1,-1.0102857142857147,-20.63
334,335,CA-2016-137946,2016-09-01,2016-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752,3,30.6504,0,4.752,100.0
335,336,CA-2016-137946,2016-09-01,2016-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,3,2354.96075,0,959.984,100.0
336,337,CA-2016-137946,2016-09-01,2016-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,14.368,3,5.802461538461539,2,2.763076923076923,19.23
337,338,CA-2015-129924,2015-07-12,2015-07-17,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,5,8.943777777777777,1,-1.2317777777777774,-15.97
338,339,CA-2015-129924,2015-07-12,2015-07-17,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.352,5,852.1557142857143,1,-153.80371428571436,-22.02
339,340,CA-2016-128167,2016-06-22,2016-06-26,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4 Capacity, Black",4.96,4,3.1247999999999996,2,-1.2895999999999992,-26.0
